id_fecha,fecha,año,trimestre
209,28/12/2021,2025,q3
210,31/08/2024,2022,q4
211,05/08/2025,2025,q3
212,25/12/2021,2023,q2
213,03/07/2023,2025,q4
214,01/07/2022,2024,q2
215,04/04/2025,2023,q4
216,21/08/2024,2025,q1
217,20/09/2023,2021,q1
218,18/05/2021,2021,q1
219,20/12/2024,2025,q4
220,13/08/2023,2023,q2
221,04/07/2023,2024,q3
222,28/05/2022,2023,q2
223,16/01/2024,2023,q4
224,06/02/2024,2022,q3
225,24/01/2021,2022,q2
226,25/04/2025,2023,q4
227,29/08/2022,2024,q1
228,26/07/2025,2024,q2
229,18/06/2025,2024,q1
230,23/09/2021,2023,q4
231,27/09/2021,2024,q2
232,26/03/2025,2024,q4
233,21/12/2023,2025,q4
234,05/01/2023,2024,q1
235,16/12/2022,2025,q4
236,07/03/2024,2024,q2
237,01/11/2023,2021,q4
238,17/01/2023,2022,q3
239,08/03/2023,2023,q1
240,15/10/2022,2025,q1
241,22/09/2024,2025,q2
242,07/02/2023,2022,q2
243,27/05/2025,2022,q4
244,13/05/2021,2021,q1
245,18/04/2021,2021,q3
246,14/05/2022,2024,q3
247,28/01/2024,2024,q1
248,11/11/2021,2021,q4
249,22/03/2024,2024,q2
250,10/02/2022,2025,q4
251,24/07/2025,2025,q1
252,01/04/2021,2024,q4
253,17/10/2024,2024,q1
254,21/07/2025,2025,q3
255,13/06/2021,2024,q2
256,12/09/2022,2023,q3
257,21/10/2022,2023,q2
258,12/01/2025,2025,q3
259,30/01/2024,2021,q2
260,11/04/2025,2021,q2
261,27/09/2025,2025,q2
262,01/10/2021,2025,q4
263,18/08/2021,2025,q4
264,17/12/2022,2024,q1
265,15/06/2025,2025,q4
266,07/04/2022,2025,q3
267,29/06/2024,2022,q2
268,13/12/2024,2025,q3
269,10/04/2021,2024,q2
270,06/07/2024,2022,q2
271,04/11/2021,2025,q4
272,07/05/2022,2025,q3
273,19/09/2021,2022,q2
274,04/04/2024,2025,q4
275,16/05/2024,2023,q3
276,01/01/2023,2021,q4
277,10/12/2025,2023,q3
278,02/09/2023,2023,q4
279,24/02/2022,2022,q1
280,19/04/2021,2021,q2
281,17/03/2022,2022,q1
282,16/10/2021,2024,q2
283,02/07/2022,2023,q1
284,15/03/2024,2021,q3
285,05/02/2021,2024,q1
286,19/11/2022,2025,q1
287,05/05/2025,2025,q4
288,10/11/2024,2024,q4
289,19/04/2023,2021,q4
290,30/09/2023,2025,q4
291,09/06/2022,2022,q2
292,27/03/2021,2025,q3
293,24/05/2024,2022,q3
294,21/04/2024,2025,q2
295,01/08/2021,2024,q4
296,02/04/2023,2023,q1
297,24/10/2025,2022,q1
298,27/09/2021,2022,q2
299,24/04/2025,2025,q4
300,12/07/2025,2022,q4
301,08/03/2025,2024,q3
302,06/06/2025,2022,q2
303,08/06/2024,2025,q3
304,23/01/2022,2024,q3
305,19/12/2025,2024,q4
306,15/03/2023,2024,q1
307,24/09/2022,2021,q2
308,20/02/2024,2025,q2
309,06/11/2022,2023,q2
310,19/04/2021,2025,q3
311,01/02/2024,2023,q2
312,29/03/2025,2025,q2
313,23/01/2023,2021,q3
314,06/10/2025,2025,q1
315,23/01/2021,2025,q2
316,10/03/2022,2023,q1
317,15/08/2024,2022,q2
318,29/06/2022,2023,q3
319,28/10/2022,2022,q3
320,25/08/2023,2023,q2
321,06/07/2021,2022,q2
322,20/03/2022,2023,q4
323,21/04/2021,2022,q2
324,18/06/2021,2021,q2
325,19/04/2024,2021,q1
326,21/05/2021,2024,q4
327,28/03/2021,2023,q4
328,11/05/2023,2025,q3
329,02/08/2021,2024,q4
330,02/10/2022,2022,q1
331,31/12/2024,2025,q1
332,21/11/2025,2023,q1
333,09/06/2024,2024,q3
334,05/02/2023,2022,q4
335,13/10/2025,2022,q1
336,20/12/2025,2021,q2
337,10/08/2025,2022,q2
338,03/07/2024,2024,q2
339,25/05/2024,2024,q3
340,28/03/2024,2021,q2
341,30/01/2025,2022,q4
342,16/06/2021,2022,q2
343,22/11/2021,2024,q3
344,22/08/2022,2025,q3
345,16/09/2023,2025,q4
346,03/11/2022,2022,q2
347,27/10/2024,2023,q3
348,12/04/2023,2021,q4
349,02/01/2023,2022,q1
350,26/05/2023,2025,q4
351,26/08/2021,2023,q3
352,01/11/2023,2025,q3
353,15/01/2022,2022,q1
354,21/07/2022,2022,q1
355,02/07/2025,2025,q2
356,24/01/2023,2025,q3
357,14/04/2022,2024,q4
358,03/10/2024,2021,q3
359,11/06/2021,2021,q4
360,15/09/2023,2023,q2
361,14/09/2025,2021,q2
362,28/05/2024,2021,q1
363,23/12/2025,2024,q2
364,08/05/2022,2021,q1
365,29/05/2023,2024,q4
366,24/08/2021,2024,q3
367,11/11/2021,2021,q3
368,03/06/2023,2021,q1
369,24/11/2024,2025,q1
370,12/12/2025,2022,q3
371,02/11/2024,2022,q2
372,25/10/2024,2023,q4
373,14/03/2022,2025,q3
374,26/07/2021,2021,q1
375,24/01/2023,2023,q4
376,22/10/2022,2023,q1
377,16/04/2023,2025,q4
378,27/10/2022,2021,q3
379,11/04/2025,2024,q1
380,09/05/2022,2024,q2
381,06/12/2023,2024,q1
382,23/04/2024,2023,q1
383,22/07/2023,2021,q2
384,09/08/2022,2022,q1
385,12/02/2021,2024,q2
386,30/12/2024,2023,q3
387,26/07/2024,2025,q1
388,07/08/2023,2021,q3
389,24/06/2021,2021,q2
390,17/01/2021,2023,q4
391,06/12/2022,2024,q1
392,24/06/2025,2022,q4
393,15/12/2022,2022,q3
394,02/09/2025,2021,q4
395,30/06/2023,2021,q4
396,27/03/2025,2022,q3
397,08/08/2025,2022,q4
398,03/10/2025,2023,q2
399,11/07/2024,2023,q4
400,10/04/2021,2025,q3
401,09/12/2022,2022,q1
402,27/01/2022,2023,q1
403,10/01/2025,2021,q2
404,08/11/2023,2024,q2
405,24/05/2021,2021,q2
406,16/11/2023,2022,q2
407,09/03/2024,2025,q3
408,22/11/2024,2022,q4
409,07/06/2021,2025,q2
410,15/07/2022,2024,q2
411,04/11/2024,2024,q3
412,28/07/2021,2021,q2
413,28/09/2022,2024,q4
414,21/12/2024,2022,q3
415,23/05/2021,2022,q1
416,12/03/2022,2023,q1
417,22/05/2021,2025,q1
418,19/08/2025,2021,q4
419,15/08/2023,2024,q2
420,01/01/2022,2023,q3
421,17/12/2022,2021,q1
422,30/09/2023,2023,q1
423,25/09/2022,2023,q4
424,13/09/2025,2021,q2
425,10/07/2023,2021,q2
426,03/05/2024,2022,q2
427,21/07/2021,2025,q3
428,24/07/2023,2021,q4
429,28/10/2025,2024,q3
430,26/10/2024,2022,q4
431,27/01/2024,2023,q1
432,16/07/2024,2022,q2
433,09/03/2021,2024,q2
434,18/07/2024,2025,q4
435,28/05/2025,2025,q1
436,17/02/2022,2024,q2
437,15/06/2023,2023,q3
438,06/11/2024,2025,q3
439,21/11/2021,2021,q4
440,05/01/2023,2021,q4
441,23/03/2021,2024,q1
442,31/07/2024,2021,q1
443,29/08/2021,2023,q1
444,24/06/2025,2023,q3
445,25/12/2021,2023,q3
446,21/05/2022,2024,q2
447,30/03/2022,2024,q3
448,24/06/2022,2023,q4
449,24/05/2025,2022,q4
450,21/06/2025,2022,q3
451,02/02/2024,2021,q1
452,30/08/2022,2023,q3
453,30/12/2025,2024,q3
454,11/05/2025,2023,q4
455,26/07/2024,2025,q3
456,25/03/2023,2022,q1
457,01/06/2023,2022,q4
458,14/01/2023,2022,q4
459,13/01/2022,2021,q2
460,14/07/2024,2022,q1
461,08/11/2024,2023,q3
462,04/08/2024,2024,q2
463,25/04/2022,2021,q3
464,15/01/2024,2025,q1
465,12/12/2021,2021,q2
466,14/01/2023,2024,q2
467,24/12/2025,2022,q2
468,07/12/2022,2021,q2
469,30/12/2023,2022,q4
470,22/08/2022,2023,q2
471,30/08/2023,2024,q2
472,16/02/2021,2024,q2
473,28/10/2022,2022,q1
474,18/04/2023,2021,q3
475,26/01/2021,2025,q4
476,13/06/2021,2023,q4
477,19/09/2023,2025,q1
478,15/04/2021,2021,q3
479,13/12/2025,2023,q2
480,29/11/2021,2022,q3
481,09/04/2024,2023,q2
482,16/02/2023,2025,q1
483,25/02/2024,2024,q4
484,10/09/2021,2025,q4
485,23/07/2021,2022,q1
486,28/10/2021,2023,q4
487,18/08/2025,2023,q3
488,12/05/2024,2023,q2
489,11/07/2023,2023,q2
490,03/09/2025,2023,q4
491,04/09/2024,2024,q2
492,16/12/2023,2024,q4
493,05/06/2023,2023,q3
494,08/11/2024,2023,q4
495,24/04/2021,2025,q1
496,06/01/2021,2021,q2
497,23/03/2023,2021,q4
498,02/10/2023,2022,q4
499,12/07/2024,2024,q4
500,19/03/2025,2023,q4
501,30/01/2021,2022,q2
502,04/07/2024,2021,q4
503,24/01/2024,2022,q2
504,22/03/2023,2025,q4
505,19/08/2022,2024,q1
506,15/03/2025,2024,q1
507,05/09/2024,2024,q3
508,23/07/2023,2024,q1
509,28/08/2023,2021,q2
510,06/05/2023,2022,q1
511,19/11/2024,2021,q4
512,22/09/2022,2023,q2
513,20/09/2021,2022,q2
514,06/08/2025,2021,q3
515,25/08/2021,2022,q2
516,16/05/2024,2021,q2
517,14/05/2022,2025,q3
518,09/02/2022,2021,q1
519,14/09/2024,2024,q2
520,01/12/2022,2021,q4
521,02/07/2022,2021,q1
522,23/08/2025,2025,q3
523,18/12/2025,2024,q1
524,09/07/2024,2022,q4
525,20/08/2021,2024,q2
526,22/07/2021,2023,q1
527,18/01/2023,2021,q1
528,17/08/2024,2025,q3
529,12/08/2025,2025,q3
530,05/12/2025,2023,q4
531,17/03/2025,2023,q1
532,01/11/2023,2025,q1
533,21/08/2023,2023,q3
534,23/05/2021,2021,q3
535,06/04/2024,2024,q2
536,01/07/2021,2021,q2
537,30/12/2025,2022,q2
538,04/12/2021,2022,q4
539,16/10/2025,2025,q4
540,05/09/2021,2023,q3
541,14/12/2022,2025,q4
542,09/04/2023,2022,q3
543,11/06/2025,2021,q4
544,21/07/2023,2022,q3
545,01/08/2021,2024,q3
546,04/12/2023,2022,q4
547,03/03/2023,2022,q1
548,16/08/2022,2021,q2
549,06/09/2024,2022,q4
550,20/10/2021,2021,q2
551,09/04/2023,2023,q1
552,09/11/2025,2022,q3
553,01/02/2025,2022,q1
554,01/10/2022,2024,q3
555,01/12/2021,2025,q2
556,10/11/2024,2025,q1
557,05/02/2022,2023,q2
558,20/01/2024,2022,q1
559,18/03/2024,2024,q2
560,24/01/2022,2023,q2
561,19/05/2022,2025,q3
562,24/11/2025,2022,q4
563,28/08/2022,2024,q4
564,06/05/2025,2024,q3
565,12/06/2021,2023,q1
566,04/11/2022,2025,q3
567,09/01/2025,2023,q2
568,15/10/2021,2021,q2
569,11/06/2022,2023,q3
570,05/04/2025,2025,q2
571,06/11/2022,2024,q1
572,21/05/2022,2023,q1
573,12/03/2025,2025,q3
574,18/02/2024,2025,q3
575,17/08/2021,2021,q2
576,22/09/2021,2021,q3
577,10/12/2024,2021,q2
578,21/05/2023,2025,q4
579,22/12/2021,2024,q1
580,10/05/2022,2023,q1
581,24/06/2025,2023,q1
582,02/02/2025,2022,q4
583,16/05/2022,2023,q3
584,29/09/2022,2021,q1
585,12/09/2025,2022,q4
586,12/09/2022,2025,q4
587,24/12/2023,2022,q2
588,11/02/2025,2025,q1
589,29/01/2021,2024,q2
590,29/08/2024,2022,q1
591,11/10/2023,2024,q2
592,16/04/2025,2022,q1
593,18/05/2024,2025,q3
594,12/10/2025,2024,q3
595,21/06/2022,2023,q2
596,08/02/2022,2024,q2
597,05/03/2021,2021,q4
598,14/04/2024,2021,q2
599,20/11/2024,2025,q1
600,04/05/2022,2022,q2
601,07/10/2023,2023,q3
602,19/08/2025,2023,q1
603,06/05/2023,2025,q1
604,09/07/2022,2021,q1
605,15/03/2023,2025,q2
606,13/05/2025,2025,q3
607,05/05/2023,2023,q1
608,19/10/2021,2022,q1
609,21/05/2023,2025,q3
610,12/03/2025,2022,q2
611,26/12/2023,2023,q2
612,03/08/2025,2025,q1
613,05/07/2024,2021,q1
614,07/07/2024,2023,q2
615,14/12/2025,2023,q3
616,09/08/2024,2023,q4
617,31/12/2021,2023,q3
618,26/01/2024,2023,q1
619,20/05/2024,2024,q1
620,09/06/2022,2024,q3
621,28/09/2021,2024,q4
622,17/06/2025,2022,q4
623,25/06/2025,2024,q1
624,06/07/2021,2024,q2
625,23/09/2021,2024,q4
626,11/05/2022,2022,q3
627,26/02/2021,2024,q1
628,09/06/2021,2025,q4
629,25/06/2023,2021,q2
630,21/03/2025,2024,q1
631,09/06/2024,2021,q1
632,20/10/2021,2025,q1
633,22/08/2024,2022,q1
634,16/12/2025,2021,q4
635,30/12/2022,2023,q2
636,24/12/2023,2024,q4
637,11/04/2021,2024,q2
638,22/11/2023,2024,q4
639,15/02/2025,2025,q4
640,01/03/2023,2023,q4
641,30/12/2023,2024,q4
642,11/12/2021,2021,q2
643,29/04/2024,2025,q1
644,23/11/2021,2023,q2
645,13/06/2023,2025,q4
646,19/01/2021,2022,q2
647,09/04/2025,2025,q4
648,13/05/2023,2024,q1
649,03/04/2022,2024,q3
650,15/12/2025,2024,q1
651,30/01/2025,2021,q3
652,27/02/2021,2024,q2
653,17/10/2021,2023,q1
654,13/06/2024,2025,q1
655,07/05/2024,2024,q2
656,25/10/2022,2024,q2
657,20/03/2023,2024,q2
658,31/05/2021,2022,q2
659,20/08/2021,2021,q1
660,29/07/2023,2024,q3
661,11/01/2021,2024,q3
662,01/07/2021,2025,q4
663,07/12/2021,2023,q2
664,23/04/2025,2025,q4
665,19/03/2025,2023,q2
666,18/04/2023,2021,q4
667,17/06/2024,2024,q3
668,23/12/2022,2023,q1
669,13/08/2025,2024,q3
670,13/03/2022,2024,q3
671,31/01/2021,2022,q1
672,20/06/2021,2021,q1
673,14/10/2021,2022,q2
674,13/11/2023,2022,q2
675,17/10/2021,2022,q1
676,02/06/2021,2022,q4
677,01/06/2021,2023,q3
678,25/04/2024,2023,q2
679,14/10/2023,2024,q2
680,11/05/2021,2023,q1
681,02/11/2021,2022,q1
682,10/03/2024,2024,q2
683,22/05/2024,2025,q4
684,08/08/2022,2023,q2
685,15/05/2021,2021,q2
686,12/10/2021,2025,q1
687,12/01/2025,2022,q4
688,22/06/2023,2021,q1
689,11/11/2022,2021,q1
690,11/08/2025,2021,q4
691,30/09/2022,2023,q3
692,14/11/2025,2023,q1
693,14/04/2023,2022,q1
694,14/05/2025,2021,q1
695,03/02/2024,2021,q3
696,27/08/2024,2025,q1
697,18/10/2022,2023,q4
698,01/10/2023,2021,q1
699,30/07/2021,2022,q3
700,05/09/2023,2023,q1
701,11/11/2021,2024,q4
702,03/06/2025,2025,q2
703,10/05/2023,2023,q1
704,03/09/2023,2021,q2
705,27/01/2021,2023,q4
706,03/01/2021,2023,q4
707,02/10/2021,2023,q3
708,30/08/2024,2022,q1
709,05/10/2024,2023,q4
710,25/08/2024,2025,q2
711,04/07/2025,2021,q1
712,26/03/2024,2023,q4
713,06/07/2023,2023,q2
714,02/03/2024,2024,q3
715,21/10/2024,2023,q1
716,17/12/2023,2021,q2
717,15/01/2023,2021,q1
718,10/08/2022,2023,q4
719,30/01/2024,2022,q2
720,22/01/2025,2022,q4
721,01/02/2022,2021,q4
722,29/07/2025,2022,q2
723,13/12/2023,2022,q3
724,10/03/2023,2025,q3
725,30/03/2024,2023,q2
726,02/03/2023,2021,q1
727,29/11/2023,2025,q2
728,11/11/2024,2021,q4
729,26/08/2022,2021,q4
730,28/08/2024,2021,q3
731,07/09/2025,2024,q4
732,31/05/2025,2021,q1
733,29/10/2022,2023,q1
734,16/08/2023,2021,q4
735,15/11/2025,2021,q2
736,06/01/2022,2023,q2
737,28/03/2025,2024,q3
738,07/03/2023,2022,q4
739,16/02/2024,2025,q4
740,16/08/2025,2023,q3
741,06/10/2025,2023,q2
742,03/02/2021,2025,q3
743,01/01/2023,2025,q3
744,19/07/2025,2021,q3
745,26/10/2024,2025,q2
746,10/01/2025,2025,q4
747,23/02/2021,2022,q4
748,26/07/2023,2021,q4
749,24/05/2024,2021,q2
750,24/03/2025,2021,q4
751,02/02/2024,2023,q3
752,09/12/2025,2023,q3
753,14/02/2024,2025,q3
754,13/12/2021,2024,q4
755,01/04/2023,2022,q4
756,11/07/2022,2025,q1
757,25/09/2025,2025,q2
758,11/07/2022,2022,q4
759,03/02/2021,2024,q2
760,12/03/2025,2024,q3
761,21/02/2021,2021,q4
762,10/03/2025,2021,q1
763,29/08/2021,2023,q2
764,04/04/2024,2021,q3
765,06/06/2021,2021,q1
766,01/08/2023,2021,q1
767,07/07/2022,2025,q1
768,25/10/2023,2025,q4
769,15/02/2021,2021,q3
770,15/07/2025,2024,q2
771,17/07/2022,2022,q3
772,11/01/2022,2022,q3
773,25/12/2022,2021,q4
774,08/12/2024,2022,q1
775,07/11/2025,2025,q3
776,29/05/2022,2023,q2
777,12/10/2024,2024,q1
778,04/08/2023,2023,q3
779,07/08/2021,2025,q1
780,09/12/2022,2023,q2
781,13/11/2021,2022,q3
782,13/10/2021,2023,q3
783,23/08/2024,2025,q4
784,22/01/2023,2021,q4
785,13/01/2024,2025,q3
786,15/01/2023,2022,q3
787,14/01/2025,2025,q1
788,04/04/2023,2021,q2
789,21/03/2021,2025,q2
790,10/08/2025,2025,q2
791,08/05/2025,2022,q3
792,30/10/2021,2025,q1
793,15/12/2022,2024,q4
794,29/08/2022,2025,q3
795,12/12/2024,2024,q4
796,23/07/2024,2021,q2
797,08/05/2024,2022,q4
798,27/04/2021,2024,q2
799,24/11/2024,2024,q4
800,07/01/2024,2025,q3
801,23/09/2025,2024,q3
802,06/11/2021,2024,q4
803,19/12/2023,2022,q2
804,08/09/2025,2022,q3
805,09/10/2023,2021,q4
806,10/02/2025,2024,q3
807,04/06/2023,2023,q4
808,12/11/2024,2023,q2
809,18/11/2025,2023,q1
810,19/05/2021,2022,q1
811,10/05/2025,2022,q2
812,13/08/2024,2024,q4
813,12/09/2022,2021,q3
814,04/08/2021,2024,q3
815,27/12/2022,2024,q4
816,14/05/2023,2025,q2
817,23/06/2024,2021,q3
818,12/11/2022,2021,q4
819,10/03/2022,2022,q3
820,27/06/2025,2025,q3
821,29/08/2021,2022,q3
822,18/05/2021,2022,q2
823,31/12/2021,2021,q1
824,28/10/2022,2025,q1
825,06/08/2022,2022,q2
826,02/10/2024,2023,q2
827,04/08/2022,2024,q4
828,08/06/2025,2025,q1
829,04/11/2022,2021,q3
830,21/02/2023,2024,q3
831,20/05/2025,2024,q2
832,22/07/2022,2021,q4
833,12/02/2024,2023,q4
834,05/12/2025,2024,q3
835,12/09/2025,2024,q3
836,09/07/2024,2024,q3
837,04/06/2023,2024,q3
838,02/11/2025,2025,q3
839,14/03/2025,2023,q2
840,10/11/2025,2025,q1
841,02/01/2024,2022,q2
842,23/05/2022,2021,q4
843,12/08/2025,2021,q4
844,30/01/2024,2021,q1
845,29/02/2024,2021,q1
846,30/10/2023,2022,q1
847,26/11/2024,2025,q2
848,03/12/2022,2024,q2
849,21/03/2024,2021,q3
850,17/06/2021,2025,q2
851,15/07/2023,2025,q3
852,12/12/2023,2025,q2
853,08/05/2025,2024,q4
854,13/09/2024,2024,q1
855,10/04/2024,2021,q2
856,03/04/2023,2024,q4
857,05/10/2025,2022,q4
858,07/07/2022,2024,q1
859,11/01/2022,2022,q1
860,13/04/2021,2022,q4
861,06/11/2024,2024,q4
862,12/10/2021,2023,q4
863,25/10/2024,2025,q4
864,21/10/2022,2022,q3
865,24/03/2022,2021,q2
866,02/02/2022,2024,q3
867,16/03/2022,2022,q2
868,22/06/2025,2024,q2
869,06/09/2023,2021,q2
870,06/05/2024,2021,q3
871,06/05/2021,2022,q2
872,06/04/2024,2022,q3
873,26/08/2021,2025,q1
874,18/10/2021,2022,q4
875,11/06/2024,2025,q3
876,23/03/2021,2021,q4
877,27/11/2024,2024,q1
878,22/04/2025,2022,q1
879,18/01/2025,2023,q2
880,13/07/2022,2025,q3
881,06/08/2022,2023,q3
882,02/07/2021,2025,q4
883,28/07/2023,2024,q3
884,26/09/2021,2024,q1
885,22/06/2021,2022,q4
886,30/07/2025,2025,q1
887,29/06/2022,2025,q4
888,09/12/2022,2023,q3
889,20/07/2021,2021,q1
890,03/09/2024,2023,q1
891,01/08/2022,2025,q1
892,01/07/2023,2022,q4
893,21/11/2025,2025,q3
894,30/04/2022,2022,q1
895,30/10/2022,2024,q4
896,09/06/2024,2024,q2
897,30/04/2023,2022,q3
898,11/02/2024,2023,q3
899,27/01/2025,2025,q3
900,09/01/2024,2024,q2
901,18/05/2023,2022,q1
902,09/08/2024,2025,q4
903,04/07/2023,2021,q1
904,08/03/2025,2025,q3
905,01/12/2023,2021,q4
906,11/08/2021,2022,q2
907,17/07/2021,2025,q3
908,19/03/2024,2025,q4
909,03/01/2025,2023,q3
910,25/04/2023,2024,q2
911,18/08/2024,2022,q1
912,07/06/2021,2025,q1
913,11/10/2024,2024,q3
914,24/06/2023,2023,q3
915,29/05/2024,2022,q3
916,14/11/2022,2021,q2
917,09/07/2023,2024,q2
918,15/04/2021,2021,q1
919,16/03/2022,2025,q3
920,06/02/2023,2022,q2
921,25/12/2021,2025,q1
922,08/01/2023,2024,q1
923,18/07/2025,2021,q2
924,09/04/2025,2022,q1
925,27/01/2024,2021,q2
926,19/08/2023,2025,q2
927,18/02/2025,2022,q2
928,04/05/2025,2023,q4
929,14/11/2024,2022,q4
930,16/11/2024,2022,q1
931,06/05/2022,2021,q1
